"56","2.025143","65422.241","0.255","NBP","Op: lookup  Count: 1"
"80","2.939768","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"81","3.000169","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1 Ack=587 Win=501 Len=0 TSV=329780352 TSER=2405567"
"82","3.025292","65422.241","0.255","NBP","Op: lookup  Count: 1"
"85","3.183891","49000000.0000000000000000000000.0000.0000[00]","49.0001","CLNP","DT NPDU "
"135","6.282186","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"136","6.282237","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=587 Ack=587 Win=598 Len=0 TSV=2406403 TSER=329781172"
"137","6.282631","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"140","6.343058","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=587 Ack=1173 Win=501 Len=0 TSV=329781187 TSER=2406403"
"141","6.343107","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"143","6.403533","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=587 Ack=1759 Win=501 Len=0 TSV=329781202 TSER=2406418"
"172","6.828571","130.126.143.48","74.125.95.105","TCP","34071 > http [SYN] Seq=0 Win=5840 Len=0 MSS=1460 TSV=2406539 TSER=0 WS=7"
"173","6.844075","74.125.95.105","130.126.143.48","TCP","http > 34071 [SYN, ACK] Seq=0 Ack=1 Win=5672 Len=0 MSS=1430 TSV=3404239803 TSER=2406539 WS=9"
"174","6.844127","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSV=2406543 TSER=3404239803"
"175","6.845096","130.126.143.48","74.125.95.105","HTTP","GET /calendar/feeds/default/allcalendars/full HTTP/1.1 "
"176","6.860397","74.125.95.105","130.126.143.48","TCP","http > 34071 [ACK] Seq=1 Ack=547 Win=7168 Len=0 TSV=3404239820 TSER=2406543"
"178","7.066406","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"179","7.066452","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=1419 Win=8704 Len=0 TSV=2406599 TSER=3404240025"
"180","7.066520","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"181","7.066530","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=2837 Win=11520 Len=0 TSV=2406599 TSER=3404240025"
"182","7.066551","74.125.95.105","130.126.143.48","HTTP","[TCP Previous segment lost] Continuation or non-HTTP traffic"
"183","7.066561","130.126.143.48","74.125.95.105","TCP","[TCP Dup ACK 181#1] 34071 > http [ACK] Seq=547 Ack=2837 Win=11520 Len=0 TSV=2406599 TSER=3404240025 SLE=4255 SRE=4556"
"184","7.082226","74.125.95.105","130.126.143.48","HTTP","[TCP Retransmission] Continuation or non-HTTP traffic"
"185","7.082273","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=4556 Win=14464 Len=0 TSV=2406603 TSER=3404240025"
"186","7.082282","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"187","7.082291","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=5974 Win=17280 Len=0 TSV=2406603 TSER=3404240041"
"188","7.082336","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"189","7.082346","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=7392 Win=20096 Len=0 TSV=2406603 TSER=3404240041"
"190","7.082454","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"191","7.082466","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=8810 Win=22912 Len=0 TSV=2406603 TSER=3404240041"
"192","7.082575","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"193","7.082586","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=10228 Win=25728 Len=0 TSV=2406603 TSER=3404240041"
"194","7.082696","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"195","7.082708","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=11646 Win=28544 Len=0 TSV=2406603 TSER=3404240041"
"197","7.097998","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"198","7.098042","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=13064 Win=31488 Len=0 TSV=2406607 TSER=3404240057"
"199","7.098111","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"200","7.098122","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=14482 Win=34304 Len=0 TSV=2406607 TSER=3404240057"
"201","7.098230","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"202","7.098242","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=15900 Win=37120 Len=0 TSV=2406607 TSER=3404240057"
"203","7.098289","74.125.95.105","130.126.143.48","HTTP","Continuation or non-HTTP traffic"
"204","7.098300","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=547 Ack=16548 Win=39936 Len=0 TSV=2406607 TSER=3404240057"
"207","7.159329","130.126.143.48","74.125.95.105","TCP","34071 > http [FIN, ACK] Seq=547 Ack=16548 Win=39936 Len=0 TSV=2406622 TSER=3404240057"
"208","7.162285","130.126.143.48","74.125.95.105","TCP","34072 > http [SYN] Seq=0 Win=5840 Len=0 MSS=1460 TSV=2406623 TSER=0 WS=7"
"210","7.174680","74.125.95.105","130.126.143.48","TCP","http > 34071 [FIN, ACK] Seq=16548 Ack=548 Win=7168 Len=0 TSV=3404240134 TSER=2406622"
"211","7.174716","130.126.143.48","74.125.95.105","TCP","34071 > http [ACK] Seq=548 Ack=16549 Win=39936 Len=0 TSV=2406626 TSER=3404240134"
"212","7.178012","74.125.95.105","130.126.143.48","TCP","http > 34072 [SYN, ACK] Seq=0 Ack=1 Win=5672 Len=0 MSS=1430 TSV=3220575649 TSER=2406623 WS=6"
"213","7.178090","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=1 Ack=1 Win=5888 Len=0 TSV=2406627 TSER=3220575649"
"214","7.178402","130.126.143.48","74.125.95.105","HTTP","GET /calendar/feeds/kainospur%40gmail.com/private/full?start-min=2009-10-09T22%3A27%3A28-05%3A00&start-max=2009-11-09T17%3A27%3A28-06%3A00 HTTP/1.1 "
"215","7.194452","74.125.95.105","130.126.143.48","TCP","http > 34072 [ACK] Seq=1 Ack=616 Win=6912 Len=0 TSV=3220575666 TSER=2406627"
"216","7.264139","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"217","7.264178","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=1419 Win=8704 Len=0 TSV=2406648 TSER=3220575735"
"218","7.264186","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"219","7.264194","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=1914 Win=11520 Len=0 TSV=2406648 TSER=3220575735"
"220","7.264291","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"221","7.264301","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=3332 Win=14464 Len=0 TSV=2406648 TSER=3220575735"
"222","7.264410","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"223","7.264420","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=4750 Win=17280 Len=0 TSV=2406648 TSER=3220575735"
"225","7.280194","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"226","7.280236","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=6168 Win=20096 Len=0 TSV=2406652 TSER=3220575751"
"227","7.280308","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"228","7.280319","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=7586 Win=22912 Len=0 TSV=2406652 TSER=3220575751"
"229","7.280429","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"230","7.280442","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=9004 Win=25728 Len=0 TSV=2406652 TSER=3220575751"
"231","7.280550","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"232","7.280562","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=10422 Win=28544 Len=0 TSV=2406652 TSER=3220575751"
"233","7.280674","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"234","7.280684","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=11840 Win=31488 Len=0 TSV=2406652 TSER=3220575751"
"235","7.280835","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"236","7.280844","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=13258 Win=34304 Len=0 TSV=2406652 TSER=3220575751"
"237","7.296075","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"238","7.296119","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=14676 Win=37120 Len=0 TSV=2406656 TSER=3220575767"
"239","7.296188","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"240","7.296201","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=16094 Win=39936 Len=0 TSV=2406656 TSER=3220575767"
"241","7.296305","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"242","7.296317","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=17512 Win=42752 Len=0 TSV=2406656 TSER=3220575767"
"243","7.296426","74.125.95.105","130.126.143.48","TCP","[TCP segment of a reassembled PDU]"
"244","7.296438","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=18930 Win=45568 Len=0 TSV=2406656 TSER=3220575767"
"245","7.296460","74.125.95.105","130.126.143.48","HTTP","HTTP/1.1 200 OK  (application/atom+xml)"
"246","7.296469","130.126.143.48","74.125.95.105","TCP","34072 > http [ACK] Seq=616 Ack=19196 Win=48384 Len=0 TSV=2406656 TSER=3220575767"
"249","7.394514","130.126.143.48","74.125.95.105","TCP","34072 > http [FIN, ACK] Seq=616 Ack=19196 Win=48384 Len=0 TSV=2406681 TSER=3220575767"
