"43","1.515894","65422.241","0.255","NBP","Op: lookup  Count: 1"
"45","1.567366","FoundryN_6a:ca:e4","Foundry-DP","LLC","U, func=UI; SNAP, OUI 0x00E052 (Unknown), PID 0x2000"
"65","2.515994","65422.241","0.255","NBP","Op: lookup  Count: 1"
"149","5.614289","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"151","5.675764","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1 Ack=587 Win=501 Len=0 TSV=329581372 TSER=2206588"
"173","6.411424","fe80::223:32ff:fed3:29a0","ff02::2","ICMPv6","Router solicitation"
"209","7.927075","65422.241","0.255","NBP","Op: lookup  Count: 1"
"221","8.133000","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"222","8.133049","130.126.143.48","66.35.1.171","TCP","46360 > https [ACK] Seq=587 Ack=587 Win=598 Len=0 TSV=2207218 TSER=329581987"
"223","8.139286","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"227","8.199597","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=587 Ack=1173 Win=501 Len=0 TSV=329582003 TSER=2207219"
"228","8.199642","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"230","8.260323","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=587 Ack=1759 Win=501 Len=0 TSV=329582019 TSER=2207234"
"261","8.927190","65422.241","0.255","NBP","Op: lookup  Count: 1"
"272","9.183384","130.126.143.79","130.126.143.48","TCP","ldaps > 41342 [ACK] Seq=1 Ack=1 Win=79 Len=0 TSV=1001581 TSER=407480"
"273","9.183424","130.126.143.48","130.126.143.79","TCP","[TCP ACKed lost segment] 41342 > ldaps [ACK] Seq=1 Ack=2 Win=97 Len=0 TSV=2207480 TSER=281580"
"294","10.273920","130.126.143.79","130.126.143.48","TCP","ldaps > 41343 [ACK] Seq=1 Ack=1 Win=79 Len=0 TSV=1001689 TSER=407751"
"295","10.273960","130.126.143.48","130.126.143.79","TCP","[TCP ACKed lost segment] 41343 > ldaps [ACK] Seq=1 Ack=2 Win=131 Len=0 TSV=2207753 TSER=281689"
"297","10.311430","130.126.143.79","130.126.143.48","TCP","ldaps > 41344 [ACK] Seq=1 Ack=1 Win=79 Len=0 TSV=1001693 TSER=407763"
"298","10.311448","130.126.143.48","130.126.143.79","TCP","[TCP ACKed lost segment] 41344 > ldaps [ACK] Seq=1 Ack=2 Win=131 Len=0 TSV=2207762 TSER=281693"
"302","10.478506","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"304","10.492750","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"305","10.553199","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1173 Ack=2345 Win=501 Len=0 TSV=329582592 TSER=2207808"
"320","11.157833","66.35.1.171","130.126.143.48","TLSv1","Application Data, Application Data"
"321","11.158245","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
"326","11.218640","66.35.1.171","130.126.143.48","TCP","https > 46360 [ACK] Seq=1759 Ack=2931 Win=501 Len=0 TSV=329582758 TSER=2207974"
"327","11.218680","130.126.143.48","66.35.1.171","TLSv1","Application Data, Application Data"
